GapStatus, Offset, WavesRequired, KnifePresent, NoiseLevel, KnifeOnReal, KnifeOffset, OffsetX, OffsetY, OffsetZ
Inactive, 0, 5, False, 0, False, 0, 0.0, 0.0, 0.0
Active, 12, 25, True, 0, True, 0, 0.0, 0.0, 0.0
Active, 0, 25, True, 0, False, 0, 0.0, 0.0, 0.0
Active, 12, 25, True, 0, False, 0, 0.0, 0.0, 0.0
Inactive, 12, 25, True, 0, True, 0,  0.0, 0.0, 0.0
Inactive, 0, 25, True, 0, False, 0, 0.0, 0.0, 0.0
Inactive, 12, 25, True, 0, False, 0,  0.0, 0.0, 0.0
